ENSMUSG00000064341	ENSHGLG00000000006
ENSMUSG00000030588	ENSHGLG00000017476
ENSMUSG00000023828	ENSHGLG00000017477
ENSMUSG00000031917	ENSHGLG00000017478
ENSMUSG00000023988	ENSHGLG00000017479
ENSMUSG00000068206	ENSHGLG00000017480
ENSMUSG00000074227	ENSHGLG00000017481
ENSMUSG00000040966	ENSHGLG00000017482
ENSMUSG00000026478	ENSHGLG00000017483
ENSMUSG00000044468	ENSHGLG00000017489
ENSMUSG00000078931	ENSHGLG00000017493
ENSMUSG00000053604	ENSHGLG00000017497
ENSMUSG00000003382	ENSHGLG00000017498
ENSMUSG00000027318	ENSHGLG00000017499
ENSMUSG00000023829	ENSHGLG00000017500
ENSMUSG00000034156	ENSHGLG00000017502
ENSMUSG00000044364	ENSHGLG00000017504
ENSMUSG00000063576	ENSHGLG00000017505
ENSMUSG00000041237	ENSHGLG00000017506
ENSMUSG00000027350	ENSHGLG00000017507
ENSMUSG00000026648	ENSHGLG00000017508
ENSMUSG00000030214	ENSHGLG00000017510
ENSMUSG00000029053	ENSHGLG00000017511
ENSMUSG00000023973	ENSHGLG00000017512
ENSMUSG00000026646	ENSHGLG00000017513
ENSMUSG00000044447	ENSHGLG00000017514
ENSMUSG00000025409	ENSHGLG00000017515
ENSMUSG00000022416	ENSHGLG00000017516
ENSMUSG00000021518	ENSHGLG00000017517
ENSMUSG00000069565	ENSHGLG00000017518
ENSMUSG00000036858	ENSHGLG00000017519
ENSMUSG00000034522	ENSHGLG00000017520
ENSMUSG00000029054	ENSHGLG00000017521
ENSMUSG00000109865	ENSHGLG00000017522
ENSMUSG00000022261	ENSHGLG00000017524
ENSMUSG00000035596	ENSHGLG00000017526
ENSMUSG00000025815	ENSHGLG00000017527
ENSMUSG00000023978	ENSHGLG00000017528
ENSMUSG00000078487	ENSHGLG00000017529
ENSMUSG00000036545	ENSHGLG00000017531
ENSMUSG00000020963	ENSHGLG00000017532
ENSMUSG00000041236	ENSHGLG00000017533
ENSMUSG00000078490	ENSHGLG00000017535
ENSMUSG00000027282	ENSHGLG00000017536
ENSMUSG00000029066	ENSHGLG00000017538
ENSMUSG00000048807	ENSHGLG00000017541
ENSMUSG00000040495	ENSHGLG00000017542
ENSMUSG00000036980	ENSHGLG00000017543
ENSMUSG00000029151	ENSHGLG00000017544
ENSMUSG00000038683	ENSHGLG00000017545
ENSMUSG00000029068	ENSHGLG00000017546
ENSMUSG00000023079	ENSHGLG00000017547
ENSMUSG00000025971	ENSHGLG00000017548
ENSMUSG00000063239	ENSHGLG00000017549
ENSMUSG00000032089	ENSHGLG00000017550
ENSMUSG00000039519	ENSHGLG00000017552
ENSMUSG00000029060	ENSHGLG00000017553
ENSMUSG00000049922	ENSHGLG00000017555
ENSMUSG00000048495	ENSHGLG00000017557
ENSMUSG00000091996	ENSHGLG00000017558
ENSMUSG00000044857	ENSHGLG00000017560
ENSMUSG00000029034	ENSHGLG00000017561
ENSMUSG00000025977	ENSHGLG00000017562
ENSMUSG00000061815	ENSHGLG00000017563
ENSMUSG00000040506	ENSHGLG00000017564
ENSMUSG00000035305	ENSHGLG00000017565
ENSMUSG00000042155	ENSHGLG00000017566
ENSMUSG00000032091	ENSHGLG00000017567
ENSMUSG00000021469	ENSHGLG00000017569
ENSMUSG00000051557	ENSHGLG00000017570
ENSMUSG00000036438	ENSHGLG00000017572
ENSMUSG00000027221	ENSHGLG00000017573
ENSMUSG00000025791	ENSHGLG00000017576
ENSMUSG00000048230	ENSHGLG00000017578
ENSMUSG00000067629	ENSHGLG00000017582
ENSMUSG00000050908	ENSHGLG00000017585
ENSMUSG00000055720	ENSHGLG00000017586
ENSMUSG00000073791	ENSHGLG00000017587
ENSMUSG00000045394	ENSHGLG00000017588
ENSMUSG00000078796	ENSHGLG00000017589
ENSMUSG00000024524	ENSHGLG00000017590
ENSMUSG00000024194	ENSHGLG00000017591
ENSMUSG00000020303	ENSHGLG00000017592
ENSMUSG00000000530	ENSHGLG00000017593
ENSMUSG00000059518	ENSHGLG00000017595
ENSMUSG00000028549	ENSHGLG00000017596
ENSMUSG00000033210	ENSHGLG00000017598
ENSMUSG00000038034	ENSHGLG00000017599
ENSMUSG00000035212	ENSHGLG00000017601
ENSMUSG00000040550	ENSHGLG00000017604
ENSMUSG00000062526	ENSHGLG00000017605
ENSMUSG00000027423	ENSHGLG00000017606
ENSMUSG00000018395	ENSHGLG00000017608
ENSMUSG00000025487	ENSHGLG00000017609
ENSMUSG00000051177	ENSHGLG00000017610
ENSMUSG00000001576	ENSHGLG00000017611
ENSMUSG00000044708	ENSHGLG00000017612
ENSMUSG00000073805	ENSHGLG00000017613
ENSMUSG00000035863	ENSHGLG00000017617
ENSMUSG00000026792	ENSHGLG00000017618
ENSMUSG00000035585	ENSHGLG00000017619
ENSMUSG00000028784	ENSHGLG00000017620
ENSMUSG00000029624	ENSHGLG00000017621
ENSMUSG00000021773	ENSHGLG00000017622
ENSMUSG00000098022	ENSHGLG00000017623
ENSMUSG00000046994	ENSHGLG00000017624
ENSMUSG00000006235	ENSHGLG00000017626
ENSMUSG00000063358	ENSHGLG00000017627
ENSMUSG00000037788	ENSHGLG00000017628
ENSMUSG00000022231	ENSHGLG00000017629
ENSMUSG00000029477	ENSHGLG00000017632
ENSMUSG00000041872	ENSHGLG00000017633
ENSMUSG00000000673	ENSHGLG00000017634
ENSMUSG00000019368	ENSHGLG00000017635
ENSMUSG00000025978	ENSHGLG00000017636
ENSMUSG00000020375	ENSHGLG00000017638
ENSMUSG00000031845	ENSHGLG00000017639
ENSMUSG00000040732	ENSHGLG00000017640
ENSMUSG00000054863	ENSHGLG00000017641
ENSMUSG00000030263	ENSHGLG00000017644
ENSMUSG00000006356	ENSHGLG00000017645
ENSMUSG00000008763	ENSHGLG00000017646
ENSMUSG00000039457	ENSHGLG00000017647
ENSMUSG00000039542	ENSHGLG00000017648
ENSMUSG00000025486	ENSHGLG00000017649
ENSMUSG00000006575	ENSHGLG00000017650
ENSMUSG00000022055	ENSHGLG00000017653
ENSMUSG00000027239	ENSHGLG00000017654
ENSMUSG00000054434	ENSHGLG00000017655
ENSMUSG00000029467	ENSHGLG00000017656
ENSMUSG00000028517	ENSHGLG00000017657
ENSMUSG00000039345	ENSHGLG00000017658
ENSMUSG00000024209	ENSHGLG00000017659
ENSMUSG00000016495	ENSHGLG00000017661
ENSMUSG00000041488	ENSHGLG00000017662
ENSMUSG00000027379	ENSHGLG00000017666
ENSMUSG00000027882	ENSHGLG00000017668
ENSMUSG00000074151	ENSHGLG00000017669
ENSMUSG00000042476	ENSHGLG00000017670
ENSMUSG00000038900	ENSHGLG00000017671
ENSMUSG00000031925	ENSHGLG00000017672
ENSMUSG00000022056	ENSHGLG00000017673
ENSMUSG00000020691	ENSHGLG00000017674
ENSMUSG00000001053	ENSHGLG00000017675
ENSMUSG00000021188	ENSHGLG00000017677
ENSMUSG00000042487	ENSHGLG00000017678
ENSMUSG00000031492	ENSHGLG00000017680
ENSMUSG00000037710	ENSHGLG00000017681
ENSMUSG00000054146	ENSHGLG00000017682
ENSMUSG00000047492	ENSHGLG00000017684
ENSMUSG00000027247	ENSHGLG00000017685
ENSMUSG00000034621	ENSHGLG00000017687
ENSMUSG00000067847	ENSHGLG00000017688
ENSMUSG00000025481	ENSHGLG00000017690
ENSMUSG00000054136	ENSHGLG00000017692
ENSMUSG00000055254	ENSHGLG00000017693
ENSMUSG00000020432	ENSHGLG00000017695
ENSMUSG00000043398	ENSHGLG00000017696
ENSMUSG00000040659	ENSHGLG00000017697
ENSMUSG00000025427	ENSHGLG00000017699
ENSMUSG00000016541	ENSHGLG00000017700
ENSMUSG00000007080	ENSHGLG00000017701
ENSMUSG00000032204	ENSHGLG00000017702
ENSMUSG00000059772	ENSHGLG00000017703
ENSMUSG00000047466	ENSHGLG00000017704
ENSMUSG00000025157	ENSHGLG00000017705
ENSMUSG00000026791	ENSHGLG00000017706
ENSMUSG00000038859	ENSHGLG00000017707
ENSMUSG00000061322	ENSHGLG00000017708
ENSMUSG00000026127	ENSHGLG00000017709
ENSMUSG00000020327	ENSHGLG00000017710
ENSMUSG00000070564	ENSHGLG00000017712
ENSMUSG00000062524	ENSHGLG00000017713
ENSMUSG00000043602	ENSHGLG00000017714
ENSMUSG00000021012	ENSHGLG00000017715
ENSMUSG00000062646	ENSHGLG00000017719
ENSMUSG00000045326	ENSHGLG00000017720
ENSMUSG00000030376	ENSHGLG00000017722
ENSMUSG00000045114	ENSHGLG00000017723
ENSMUSG00000044712	ENSHGLG00000017725
ENSMUSG00000026421	ENSHGLG00000017726
ENSMUSG00000067787	ENSHGLG00000017727
ENSMUSG00000001054	ENSHGLG00000017728
ENSMUSG00000010277	ENSHGLG00000017729
ENSMUSG00000042121	ENSHGLG00000017730
ENSMUSG00000020962	ENSHGLG00000017731
ENSMUSG00000021557	ENSHGLG00000017732
ENSMUSG00000035325	ENSHGLG00000017733
ENSMUSG00000005540	ENSHGLG00000017734
ENSMUSG00000033233	ENSHGLG00000017735
ENSMUSG00000047721	ENSHGLG00000017736
ENSMUSG00000038860	ENSHGLG00000017737
ENSMUSG00000023066	ENSHGLG00000017738
ENSMUSG00000041801	ENSHGLG00000017739
ENSMUSG00000017897	ENSHGLG00000017740
ENSMUSG00000038816	ENSHGLG00000017742
ENSMUSG00000113949	ENSHGLG00000017745
ENSMUSG00000022678	ENSHGLG00000017746
ENSMUSG00000074764	ENSHGLG00000017747
ENSMUSG00000071037	ENSHGLG00000017750
ENSMUSG00000017978	ENSHGLG00000017751
ENSMUSG00000038259	ENSHGLG00000017753
ENSMUSG00000025400	ENSHGLG00000017754
ENSMUSG00000047963	ENSHGLG00000017755
ENSMUSG00000020362	ENSHGLG00000017756
ENSMUSG00000026418	ENSHGLG00000017757
ENSMUSG00000038180	ENSHGLG00000017758
ENSMUSG00000031374	ENSHGLG00000017759
ENSMUSG00000021550	ENSHGLG00000017760
ENSMUSG00000071862	ENSHGLG00000017761
ENSMUSG00000022721	ENSHGLG00000017762
ENSMUSG00000021555	ENSHGLG00000017763
ENSMUSG00000002064	ENSHGLG00000017764
ENSMUSG00000040197	ENSHGLG00000017766
ENSMUSG00000048583	ENSHGLG00000017767
ENSMUSG00000046650	ENSHGLG00000017768
ENSMUSG00000057068	ENSHGLG00000017769
ENSMUSG00000017390	ENSHGLG00000017770
ENSMUSG00000006649	ENSHGLG00000017771
ENSMUSG00000004530	ENSHGLG00000017773
ENSMUSG00000039977	ENSHGLG00000017774
ENSMUSG00000021432	ENSHGLG00000017775
ENSMUSG00000031979	ENSHGLG00000017776
ENSMUSG00000021553	ENSHGLG00000017777
ENSMUSG00000022387	ENSHGLG00000017778
ENSMUSG00000038831	ENSHGLG00000017780
ENSMUSG00000048920	ENSHGLG00000017783
ENSMUSG00000006333	ENSHGLG00000017784
ENSMUSG00000032094	ENSHGLG00000017785
ENSMUSG00000021556	ENSHGLG00000017786
ENSMUSG00000024598	ENSHGLG00000017787
ENSMUSG00000030493	ENSHGLG00000017788
ENSMUSG00000031980	ENSHGLG00000017789
ENSMUSG00000038055	ENSHGLG00000017790
ENSMUSG00000007987	ENSHGLG00000017792
ENSMUSG00000024691	ENSHGLG00000017795
ENSMUSG00000027194	ENSHGLG00000017796
ENSMUSG00000002033	ENSHGLG00000017797
ENSMUSG00000024076	ENSHGLG00000017798
ENSMUSG00000038085	ENSHGLG00000017799
ENSMUSG00000021143	ENSHGLG00000017800
ENSMUSG00000043782	ENSHGLG00000017801
ENSMUSG00000001260	ENSHGLG00000017802
ENSMUSG00000021559	ENSHGLG00000017803
ENSMUSG00000014704	ENSHGLG00000017804
ENSMUSG00000005824	ENSHGLG00000017805
ENSMUSG00000026197	ENSHGLG00000017806
ENSMUSG00000042015	ENSHGLG00000017808
ENSMUSG00000000148	ENSHGLG00000017809
ENSMUSG00000062515	ENSHGLG00000017810
ENSMUSG00000022408	ENSHGLG00000017812
ENSMUSG00000037239	ENSHGLG00000017813
ENSMUSG00000024927	ENSHGLG00000017814
ENSMUSG00000047033	ENSHGLG00000017815
ENSMUSG00000029622	ENSHGLG00000017816
ENSMUSG00000027075	ENSHGLG00000017819
ENSMUSG00000025192	ENSHGLG00000017820
ENSMUSG00000058407	ENSHGLG00000017821
ENSMUSG00000030303	ENSHGLG00000017822
ENSMUSG00000074364	ENSHGLG00000017825
ENSMUSG00000068079	ENSHGLG00000017826
ENSMUSG00000043541	ENSHGLG00000017827
ENSMUSG00000025374	ENSHGLG00000017829
ENSMUSG00000022895	ENSHGLG00000017830
ENSMUSG00000032217	ENSHGLG00000017832
ENSMUSG00000042078	ENSHGLG00000017833
ENSMUSG00000027176	ENSHGLG00000017834
ENSMUSG00000003309	ENSHGLG00000017835
ENSMUSG00000020357	ENSHGLG00000017837
ENSMUSG00000038805	ENSHGLG00000017838
ENSMUSG00000018572	ENSHGLG00000017839
ENSMUSG00000028563	ENSHGLG00000017840
ENSMUSG00000040479	ENSHGLG00000017841
ENSMUSG00000002032	ENSHGLG00000017842
ENSMUSG00000006423	ENSHGLG00000017843
ENSMUSG00000053886	ENSHGLG00000017844
ENSMUSG00000066440	ENSHGLG00000017845
ENSMUSG00000022483	ENSHGLG00000017846
ENSMUSG00000029570	ENSHGLG00000017849
ENSMUSG00000011158	ENSHGLG00000017851
ENSMUSG00000026388	ENSHGLG00000017852
ENSMUSG00000000903	ENSHGLG00000017853
ENSMUSG00000018677	ENSHGLG00000017854
ENSMUSG00000068011	ENSHGLG00000017856
ENSMUSG00000070837	ENSHGLG00000017857
ENSMUSG00000030814	ENSHGLG00000017858
ENSMUSG00000028565	ENSHGLG00000017859
ENSMUSG00000033159	ENSHGLG00000017860
ENSMUSG00000030590	ENSHGLG00000017864
ENSMUSG00000024172	ENSHGLG00000017865
ENSMUSG00000022913	ENSHGLG00000017867
ENSMUSG00000020182	ENSHGLG00000017870
ENSMUSG00000020154	ENSHGLG00000017872
ENSMUSG00000040258	ENSHGLG00000017874
ENSMUSG00000068663	ENSHGLG00000017875
ENSMUSG00000018567	ENSHGLG00000017876
ENSMUSG00000052369	ENSHGLG00000017877
ENSMUSG00000001119	ENSHGLG00000017878
ENSMUSG00000032769	ENSHGLG00000017879
ENSMUSG00000021044	ENSHGLG00000017880
ENSMUSG00000070808	ENSHGLG00000017882
ENSMUSG00000038070	ENSHGLG00000017883
ENSMUSG00000051316	ENSHGLG00000017885
ENSMUSG00000044702	ENSHGLG00000017886
ENSMUSG00000059602	ENSHGLG00000017888
ENSMUSG00000078639	ENSHGLG00000017890
ENSMUSG00000020150	ENSHGLG00000017891
ENSMUSG00000024245	ENSHGLG00000017893
ENSMUSG00000024810	ENSHGLG00000017894
ENSMUSG00000026994	ENSHGLG00000017896
ENSMUSG00000038010	ENSHGLG00000017897
ENSMUSG00000020534	ENSHGLG00000017898
ENSMUSG00000025280	ENSHGLG00000017899
ENSMUSG00000024037	ENSHGLG00000017900
ENSMUSG00000040282	ENSHGLG00000017901
ENSMUSG00000015812	ENSHGLG00000017902
ENSMUSG00000029154	ENSHGLG00000017904
ENSMUSG00000042873	ENSHGLG00000017905
ENSMUSG00000036845	ENSHGLG00000017906
ENSMUSG00000026632	ENSHGLG00000017907
ENSMUSG00000018126	ENSHGLG00000017908
ENSMUSG00000018654	ENSHGLG00000017909
ENSMUSG00000027951	ENSHGLG00000017910
ENSMUSG00000025991	ENSHGLG00000017911
ENSMUSG00000021384	ENSHGLG00000017913
ENSMUSG00000030870	ENSHGLG00000017914
ENSMUSG00000075040	ENSHGLG00000017915
ENSMUSG00000019734	ENSHGLG00000017916
ENSMUSG00000017843	ENSHGLG00000017919
ENSMUSG00000008167	ENSHGLG00000017922
ENSMUSG00000003227	ENSHGLG00000017924
ENSMUSG00000020741	ENSHGLG00000017925
ENSMUSG00000068205	ENSHGLG00000017926
ENSMUSG00000035678	ENSHGLG00000017930
ENSMUSG00000056553	ENSHGLG00000017931
ENSMUSG00000002416	ENSHGLG00000017933
ENSMUSG00000022557	ENSHGLG00000017934
ENSMUSG00000078630	ENSHGLG00000017935
ENSMUSG00000033285	ENSHGLG00000017936
ENSMUSG00000030220	ENSHGLG00000017937
ENSMUSG00000029168	ENSHGLG00000017938
ENSMUSG00000035873	ENSHGLG00000017940
ENSMUSG00000039330	ENSHGLG00000017941
ENSMUSG00000029401	ENSHGLG00000017942
ENSMUSG00000055546	ENSHGLG00000017943
ENSMUSG00000046808	ENSHGLG00000017944
ENSMUSG00000038192	ENSHGLG00000017945
ENSMUSG00000037946	ENSHGLG00000017946
ENSMUSG00000030269	ENSHGLG00000017947
ENSMUSG00000032244	ENSHGLG00000017948
ENSMUSG00000041324	ENSHGLG00000017949
ENSMUSG00000059323	ENSHGLG00000017950
ENSMUSG00000040699	ENSHGLG00000017952
ENSMUSG00000030805	ENSHGLG00000017954
ENSMUSG00000022553	ENSHGLG00000017955
ENSMUSG00000059182	ENSHGLG00000017956
ENSMUSG00000038502	ENSHGLG00000017957
ENSMUSG00000032245	ENSHGLG00000017958
ENSMUSG00000009090	ENSHGLG00000017960
ENSMUSG00000029402	ENSHGLG00000017961
ENSMUSG00000022556	ENSHGLG00000017965
ENSMUSG00000070424	ENSHGLG00000017966
ENSMUSG00000025482	ENSHGLG00000017967
ENSMUSG00000020700	ENSHGLG00000017968
ENSMUSG00000049686	ENSHGLG00000017969
ENSMUSG00000059049	ENSHGLG00000017971
ENSMUSG00000005161	ENSHGLG00000017972
ENSMUSG00000006546	ENSHGLG00000017973
ENSMUSG00000015932	ENSHGLG00000017976
ENSMUSG00000038801	ENSHGLG00000017977
ENSMUSG00000020396	ENSHGLG00000017978
ENSMUSG00000022960	ENSHGLG00000017980
ENSMUSG00000052751	ENSHGLG00000017982
ENSMUSG00000028048	ENSHGLG00000017983
ENSMUSG00000029831	ENSHGLG00000017985
ENSMUSG00000025350	ENSHGLG00000017986
ENSMUSG00000056427	ENSHGLG00000017989
ENSMUSG00000058240	ENSHGLG00000017990
ENSMUSG00000034145	ENSHGLG00000017991
ENSMUSG00000048534	ENSHGLG00000017992
ENSMUSG00000040123	ENSHGLG00000017994
ENSMUSG00000030232	ENSHGLG00000017995
ENSMUSG00000047832	ENSHGLG00000017997
ENSMUSG00000040272	ENSHGLG00000018000
ENSMUSG00000046822	ENSHGLG00000018001
ENSMUSG00000020585	ENSHGLG00000018003
ENSMUSG00000028461	ENSHGLG00000018005
ENSMUSG00000002221	ENSHGLG00000018007
ENSMUSG00000002058	ENSHGLG00000018009
ENSMUSG00000026796	ENSHGLG00000018010
ENSMUSG00000022562	ENSHGLG00000018012
ENSMUSG00000027517	ENSHGLG00000018014
ENSMUSG00000039157	ENSHGLG00000018015
ENSMUSG00000030380	ENSHGLG00000018016
ENSMUSG00000025383	ENSHGLG00000018017
ENSMUSG00000020363	ENSHGLG00000018020
ENSMUSG00000035478	ENSHGLG00000018023
ENSMUSG00000049018	ENSHGLG00000018024
ENSMUSG00000026810	ENSHGLG00000018025
ENSMUSG00000027217	ENSHGLG00000018026
ENSMUSG00000020790	ENSHGLG00000018027
ENSMUSG00000058569	ENSHGLG00000018028
ENSMUSG00000028664	ENSHGLG00000018029
ENSMUSG00000021986	ENSHGLG00000018030
ENSMUSG00000024191	ENSHGLG00000018031
ENSMUSG00000020671	ENSHGLG00000018033
ENSMUSG00000024134	ENSHGLG00000018034
ENSMUSG00000006315	ENSHGLG00000018035
ENSMUSG00000046854	ENSHGLG00000018036
ENSMUSG00000038065	ENSHGLG00000018038
ENSMUSG00000045576	ENSHGLG00000018040
ENSMUSG00000030556	ENSHGLG00000018041
ENSMUSG00000050100	ENSHGLG00000018042
ENSMUSG00000000827	ENSHGLG00000018043
ENSMUSG00000079442	ENSHGLG00000018044
ENSMUSG00000029466	ENSHGLG00000018047
ENSMUSG00000075570	ENSHGLG00000018049
ENSMUSG00000034126	ENSHGLG00000018050
ENSMUSG00000039308	ENSHGLG00000018051
ENSMUSG00000036560	ENSHGLG00000018052
ENSMUSG00000030555	ENSHGLG00000018053
ENSMUSG00000032381	ENSHGLG00000018054
ENSMUSG00000006724	ENSHGLG00000018056
ENSMUSG00000041231	ENSHGLG00000018057
ENSMUSG00000039782	ENSHGLG00000018058
ENSMUSG00000021108	ENSHGLG00000018060
ENSMUSG00000051306	ENSHGLG00000018062
ENSMUSG00000024505	ENSHGLG00000018064
ENSMUSG00000020435	ENSHGLG00000018066
ENSMUSG00000009356	ENSHGLG00000018067
ENSMUSG00000021279	ENSHGLG00000018068
ENSMUSG00000019194	ENSHGLG00000018069
ENSMUSG00000030047	ENSHGLG00000018071
ENSMUSG00000047586	ENSHGLG00000018072
ENSMUSG00000022771	ENSHGLG00000018074
ENSMUSG00000020331	ENSHGLG00000018075
ENSMUSG00000061755	ENSHGLG00000018076
ENSMUSG00000022471	ENSHGLG00000018078
ENSMUSG00000021820	ENSHGLG00000018079
ENSMUSG00000031626	ENSHGLG00000018081
ENSMUSG00000023971	ENSHGLG00000018082
ENSMUSG00000030905	ENSHGLG00000018085
ENSMUSG00000068009	ENSHGLG00000018086
ENSMUSG00000039824	ENSHGLG00000018088
ENSMUSG00000021822	ENSHGLG00000018090
ENSMUSG00000057069	ENSHGLG00000018091
ENSMUSG00000000441	ENSHGLG00000018092
ENSMUSG00000023572	ENSHGLG00000018093
ENSMUSG00000054746	ENSHGLG00000018094
ENSMUSG00000035875	ENSHGLG00000018095
ENSMUSG00000032852	ENSHGLG00000018096
ENSMUSG00000029050	ENSHGLG00000018098
ENSMUSG00000020451	ENSHGLG00000018102
ENSMUSG00000053329	ENSHGLG00000018104
ENSMUSG00000090935	ENSHGLG00000018105
ENSMUSG00000023977	ENSHGLG00000018106
ENSMUSG00000022514	ENSHGLG00000018108
ENSMUSG00000043760	ENSHGLG00000018109
ENSMUSG00000063179	ENSHGLG00000018111
ENSMUSG00000021952	ENSHGLG00000018113
ENSMUSG00000058498	ENSHGLG00000018114
ENSMUSG00000073684	ENSHGLG00000018115
ENSMUSG00000075028	ENSHGLG00000018116
ENSMUSG00000029844	ENSHGLG00000018117
ENSMUSG00000029715	ENSHGLG00000018118
ENSMUSG00000063765	ENSHGLG00000018119
ENSMUSG00000026162	ENSHGLG00000018120
ENSMUSG00000032556	ENSHGLG00000018121
ENSMUSG00000032093	ENSHGLG00000018122
ENSMUSG00000041415	ENSHGLG00000018124
ENSMUSG00000074738	ENSHGLG00000018125
ENSMUSG00000000982	ENSHGLG00000018127
ENSMUSG00000042203	ENSHGLG00000018129
ENSMUSG00000038148	ENSHGLG00000018130
ENSMUSG00000028936	ENSHGLG00000018131
ENSMUSG00000054452	ENSHGLG00000018133
ENSMUSG00000030287	ENSHGLG00000018135
ENSMUSG00000034154	ENSHGLG00000018136
ENSMUSG00000032869	ENSHGLG00000018137
ENSMUSG00000091614	ENSHGLG00000018142
ENSMUSG00000090115	ENSHGLG00000018143
ENSMUSG00000034544	ENSHGLG00000018148
ENSMUSG00000060038	ENSHGLG00000018149
ENSMUSG00000023764	ENSHGLG00000018152
ENSMUSG00000034486	ENSHGLG00000018155
ENSMUSG00000030683	ENSHGLG00000018156
ENSMUSG00000032666	ENSHGLG00000018157
ENSMUSG00000022512	ENSHGLG00000018158
ENSMUSG00000031853	ENSHGLG00000018159
ENSMUSG00000070683	ENSHGLG00000018161
ENSMUSG00000031075	ENSHGLG00000018162
ENSMUSG00000050896	ENSHGLG00000018163
ENSMUSG00000021311	ENSHGLG00000018165
ENSMUSG00000038147	ENSHGLG00000018167
ENSMUSG00000019467	ENSHGLG00000018169
ENSMUSG00000021594	ENSHGLG00000018170
ENSMUSG00000020592	ENSHGLG00000018171
ENSMUSG00000034226	ENSHGLG00000018172
ENSMUSG00000046139	ENSHGLG00000018173
ENSMUSG00000031105	ENSHGLG00000018174
ENSMUSG00000020389	ENSHGLG00000018175
ENSMUSG00000078627	ENSHGLG00000018176
ENSMUSG00000073530	ENSHGLG00000018177
ENSMUSG00000020198	ENSHGLG00000018179
ENSMUSG00000009076	ENSHGLG00000018180
ENSMUSG00000000385	ENSHGLG00000018181
ENSMUSG00000030909	ENSHGLG00000018182
ENSMUSG00000018707	ENSHGLG00000018183
ENSMUSG00000005045	ENSHGLG00000018184
ENSMUSG00000001420	ENSHGLG00000018185
ENSMUSG00000020135	ENSHGLG00000018187
ENSMUSG00000051232	ENSHGLG00000018190
ENSMUSG00000050138	ENSHGLG00000018191
ENSMUSG00000060260	ENSHGLG00000018192
ENSMUSG00000031130	ENSHGLG00000018193
ENSMUSG00000000439	ENSHGLG00000018194
ENSMUSG00000068227	ENSHGLG00000018195
ENSMUSG00000051435	ENSHGLG00000018196
ENSMUSG00000036244	ENSHGLG00000018198
ENSMUSG00000091204	ENSHGLG00000018199
ENSMUSG00000031129	ENSHGLG00000018200
ENSMUSG00000030850	ENSHGLG00000018201
ENSMUSG00000049521	ENSHGLG00000018204
ENSMUSG00000059434	ENSHGLG00000018205
ENSMUSG00000035382	ENSHGLG00000018206
ENSMUSG00000040434	ENSHGLG00000018207
ENSMUSG00000024331	ENSHGLG00000018208
ENSMUSG00000021187	ENSHGLG00000018209
ENSMUSG00000066196	ENSHGLG00000018211
ENSMUSG00000028931	ENSHGLG00000018215
ENSMUSG00000007836	ENSHGLG00000018216
ENSMUSG00000039943	ENSHGLG00000018217
ENSMUSG00000017344	ENSHGLG00000018218
ENSMUSG00000015575	ENSHGLG00000018219
ENSMUSG00000035769	ENSHGLG00000018221
ENSMUSG00000021009	ENSHGLG00000018223
ENSMUSG00000023902	ENSHGLG00000018224
ENSMUSG00000028414	ENSHGLG00000018225
ENSMUSG00000029359	ENSHGLG00000018228
ENSMUSG00000066705	ENSHGLG00000018229
ENSMUSG00000041046	ENSHGLG00000018230
ENSMUSG00000028750	ENSHGLG00000018231
ENSMUSG00000005373	ENSHGLG00000018232
ENSMUSG00000044576	ENSHGLG00000018233
ENSMUSG00000030058	ENSHGLG00000018234
ENSMUSG00000028744	ENSHGLG00000018235
ENSMUSG00000029790	ENSHGLG00000018237
ENSMUSG00000040043	ENSHGLG00000018238
ENSMUSG00000019828	ENSHGLG00000018239
ENSMUSG00000041560	ENSHGLG00000018240
ENSMUSG00000064016	ENSHGLG00000018241
ENSMUSG00000027323	ENSHGLG00000018242
ENSMUSG00000021496	ENSHGLG00000018244
ENSMUSG00000025330	ENSHGLG00000018245
ENSMUSG00000066510	ENSHGLG00000018246
ENSMUSG00000014599	ENSHGLG00000018247
ENSMUSG00000022365	ENSHGLG00000018248
ENSMUSG00000034614	ENSHGLG00000018249
ENSMUSG00000059534	ENSHGLG00000018251
ENSMUSG00000059361	ENSHGLG00000018252
ENSMUSG00000038807	ENSHGLG00000018253
ENSMUSG00000020374	ENSHGLG00000018254
ENSMUSG00000030060	ENSHGLG00000018256
ENSMUSG00000074872	ENSHGLG00000018257
ENSMUSG00000005686	ENSHGLG00000018258
ENSMUSG00000043501	ENSHGLG00000018259
ENSMUSG00000036225	ENSHGLG00000018260
ENSMUSG00000018570	ENSHGLG00000018261
ENSMUSG00000004099	ENSHGLG00000018262
ENSMUSG00000005481	ENSHGLG00000018263
ENSMUSG00000024074	ENSHGLG00000018264
ENSMUSG00000042808	ENSHGLG00000018265
ENSMUSG00000038533	ENSHGLG00000018266
ENSMUSG00000067219	ENSHGLG00000018268
ENSMUSG00000028553	ENSHGLG00000018269
ENSMUSG00000021022	ENSHGLG00000018270
ENSMUSG00000075704	ENSHGLG00000018271
ENSMUSG00000027315	ENSHGLG00000018272
ENSMUSG00000073792	ENSHGLG00000018273
ENSMUSG00000006732	ENSHGLG00000018274
ENSMUSG00000050628	ENSHGLG00000018275
ENSMUSG00000042761	ENSHGLG00000018276
ENSMUSG00000037685	ENSHGLG00000018277
